exp1_2553_slice1_18-11-15, 1, 0.487475, 278
exp1_2553_slice1_18-11-15, 2, 0.351667, 173
exp1_2553_slice1_18-11-15, 3, 0.121254, 89
exp1_2553_slice1_18-11-15, 4, 0.976898, 1160
exp1_2553_slice1_18-11-15, 5, 0.240458, 142
exp1_2553_slice1_18-11-15, 6, 0.140933, 85
exp1_2553_slice1_18-11-15, 7, 0.388976, 471
exp1_2553_slice1_18-11-15, 8, 0.130888, 79
exp1_2553_slice1_18-11-15, 9, 0.343467, 229
exp1_2553_slice1_18-11-15_2, 1, 0.132836, 89
exp1_2553_slice1_18-11-15_2, 2, 1.474212, 1160
exp1_2553_slice1_18-11-15_2, 3, 0.204071, 142
exp1_2553_slice1_18-11-15_2, 4, 0.140933, 85
exp1_2553_slice1_18-11-15_2, 5, 0.508999, 471
exp1_2553_slice2_18-11-15, 1, 0.099397, 58
exp1_2553_slice2_18-11-15, 2, 0.453340, 507
exp1_2553_slice2_18-11-15, 3, 0.393824, 191
exp1_2553_slice2_18-11-15, 4, 0.707276, 487
exp1_2553_slice2_18-11-15, 5, 0.227891, 360
exp1_2553_slice2_18-11-15, 6, 1.107509, 892
exp1_2553_slice3_18-11-15, 1, 0.139874, 96
exp1_2553_slice3_18-11-15, 2, 0.582862, 630
exp1_2553_slice3_18-11-15, 3, 0.297921, 258
exp1_2553_slice3_18-11-15, 4, 0.754304, 548
exp1_2553_slice3_18-11-15, 5, 0.108514, 90
exp1_2553_slice3_18-11-15, 6, 0.399063, 378
exp1_2734_slice3_18-11-15, 1, 0.113232, 72
exp1_2734_slice3_18-11-15, 2, 0.025256, 19
exp1_2734_slice3_18-11-15, 3, 0.095074, 62
exp1_2734_slice3_18-11-15, 4, 0.044876, 33
exp1_2734_slice3_18-11-15, 5, 0.114276, 85
exp1_2734_slice3_18-11-15, 6, 0.168649, 146
exp1_2734_slice3_18-11-15, 7, 0.017220, 21
exp1_2734_slice3_18-11-15, 8, 0.431431, 353
exp1_2734_slice3_18-11-15, 9, 0.052390, 54
exp1_2734_slice3_18-11-15, 10, 0.024212, 11
exp1_2734_slice3_18-11-15, 11, 0.300666, 235
exp1_2734_slice3_18-11-15, 12, 0.095074, 99
exp1_2734_slice3_18-11-15, 13, 0.064182, 56
exp1_2734_slice3_18-11-15, 14, 0.137131, 140
exp1_2734_slice3_18-11-15, 15, 0.125860, 100
exp1_2734_slice3_18-11-15, 16, 0.084116, 82
exp1_2734_slice3_18-11-15, 17, 0.283864, 220
exp1_2734_slice3_18-11-15, 18, 0.051450, 43
exp1_2734_slice3_18-11-15, 19, 0.188269, 213
exp1_2734_slice3_18-11-15, 20, 0.033187, 13
exp1_2734_slice3_18-11-15, 21, 0.404088, 576
exp1_2734_slice3_18-11-15, 22, 0.041849, 41
exp1_2783_slice1_18-11-15, 1, 0.297796, 249
exp1_2783_slice1_18-11-15, 2, 0.066925, 51
exp1_2783_slice1_18-11-15, 3, 0.458987, 368
exp1_2783_slice1_18-11-15, 4, 0.390634, 291
exp1_2783_slice1_18-11-15, 5, 0.388900, 303
exp1_2783_slice1_18-11-15, 6, 0.083554, 68
exp1_2783_slice1_18-11-15, 7, 0.363293, 654
exp1_2783_slice1_18-11-15, 8, 0.319628, 370
exp1_2783_slice2_18-11-15, 1, 0.734246, 863
exp1_2783_slice2_18-11-15, 2, 0.467854, 525
exp1_2783_slice2_18-11-15, 3, 0.218284, 298
exp1_2783_slice2_18-11-15, 4, 0.366405, 312
exp1_2787_slice2_18-11-15, 1, 0.137182, 209
exp1_2787_slice2_18-11-15, 2, 0.033225, 45
exp1_2787_slice2_18-11-15, 3, 0.342242, 449
exp1_2791_slice1_18-11-15, 1, 0.038062, 8
exp1_2791_slice1_18-11-15, 2, 0.361533, 233
exp1_2791_slice1_18-11-15, 3, 0.117435, 85
exp1_2791_slice1_18-11-15, 4, 0.093634, 50
exp1_2791_slice1_18-11-15, 5, 0.178669, 131
exp1_2791_slice2_18-11-15, 1, 0.032680, 15
exp1_2791_slice2_18-11-15, 2, 0.216969, 208
exp1_2791_slice2_18-11-15, 3, 0.490507, 404
exp1_2791_slice2_18-11-15, 4, 0.178912, 149
exp1_2791_slice2_18-11-15, 5, 0.277365, 481
exp1_2791_slice3_18-11-15, 1, 0.068415, 49
exp1_2791_slice3_18-11-15, 2, 0.308179, 200
exp1_2791_slice3_18-11-15, 3, 0.104483, 79
exp1_2795_slice1_18-11-15, 1, 0.312052, 144
exp1_2795_slice1_18-11-15, 2, 0.621130, 408
exp1_2795_slice1_18-11-15, 3, 0.883794, 530
exp1_2795_slice1_18-11-15, 4, 0.359848, 251
exp1_2795_slice1_18-11-15, 5, 0.282631, 92
exp1_2795_slice1_18-11-15, 6, 0.786397, 712
exp1_2795_slice1_18-11-15, 7, 0.494206, 436
exp1_2795_slice2_18-11-15, 1, 0.521210, 506
exp1_2795_slice2_18-11-15, 2, 0.323924, 325
exp1_2795_slice2_18-11-15, 3, 0.575978, 644
exp1_2795_slice2_18-11-15, 4, 0.532816, 341
exp1_2795_slice2_18-11-15, 5, 0.335631, 284
exp1_2795_slice2_18-11-15, 6, 0.335835, 488
exp1_2795_slice2_18-11-15, 7, 0.812864, 518
exp1_2795_slice2_18-11-15, 8, 0.060570, 44
exp1_2795_slice2_18-11-15, 9, 0.276689, 176
exp1_2795_slice2_18-11-15, 10, 0.049169, 67
exp1_2795_slice2_18-11-15, 11, 0.181711, 141
exp1_2795_slice2_18-11-15, 12, 0.548493, 485
exp1_2795_slice3_18-11-15, 1, 1.289155, 1517
exp1_2795_slice3_18-11-15, 2, 0.023247, 18
exp1_2795_slice3_18-11-15, 3, 0.256030, 176
exp1_2795_slice3_18-11-15, 4, 1.189570, 1089
exp1_region_019_15-2-19, 1, 0.548689, 612
exp1_region_019_15-2-19, 2, 0.190703, 71
exp2_2745_slice1_19-02-15, 1, 0.068463, 53
exp2_2745_slice1_19-02-15, 2, 0.179677, 252
exp2_2745_slice2_18-11-15, 1, 0.246251, 197
exp2_2745_slice2_18-11-15, 2, 0.041163, 31
exp2_2745_slice2_18-11-15, 3, 0.061589, 44
exp2_2745_slice3_18-11-15, 1, 0.075231, 67
exp2_2774_slice3_19-02-15, 1, 0.209545, 169
exp2_2775_slice1_18-11-15, 1, 0.030687, 28
exp2_2775_slice1_18-11-15, 2, 0.358695, 349
exp2_2775_slice1_18-11-15, 3, 0.139065, 130
exp2_2775_slice2_19-02-15, 1, 0.191915, 147
exp2_2775_slice2_19-02-15, 2, 0.605764, 807
exp2_2775_slice2_19-02-15, 3, 0.127736, 152
exp2_2775_slice2_19-02-15, 4, 0.043579, 37
exp2_2775_slice3_18-11-15, 1, 0.028392, 16
exp2_2826_slice1_18-11-15-2, 1, 0.754828, 547
exp2_2826_slice1_18-11-15-2, 2, 0.363193, 526
exp2_2826_slice2_18-11-15-2, 1, 0.064546, 44
exp2_2826_slice2_18-11-15-2, 2, 0.437331, 407
exp2_2826_slice2_18-11-15-2, 3, 0.035459, 29
exp2_2826_slice2_18-11-15-2, 4, 0.636313, 642
exp2_2826_slice2_18-11-15, 1, 0.035562, 21
exp2_2826_slice2_18-11-15, 2, 0.329103, 412
exp2_2826_slice3_18-11-15-2, 1, 0.180510, 156
exp2_2826_slice3_18-11-15, 1, 0.164527, 156
exp2_2833_slice1_18-11-15, 1, 0.256996, 176
exp2_2833_slice3_18-11-15, 1, 0.825492, 461
exp2_2833_slice3_18-11-15, 2, 0.252436, 147
exp2_3758_slice1_18-11-15, 1, 0.096565, 9
exp2_3758_slice2_18-11-15, 1, 0.104325, 20
exp2_3758_slice3_18-11-15, 1, 0.065874, 72
exp2_3758_slice3_18-11-15, 2, 0.255729, 389
exp2_3758_slice3_18-11-15, 3, 0.044330, 41
exp3_2610_region1_18-11-15, 1, 0.032303, 34
exp3_2610_region1_18-11-15, 2, 0.150920, 115
exp3_2610_region1_18-11-15, 3, 0.149674, 174
exp3_2610_region1_18-11-15, 4, 0.046948, 25
exp3_2610_region1_18-11-15, 5, 0.157256, 233
exp3_2610_region1_18-11-15, 6, 0.160580, 146
exp3_2610_region1_18-11-15, 7, 0.190598, 173
exp3_2610_region1_18-11-15, 8, 0.125992, 350
exp3_2610_region1_18-11-15, 9, 0.508953, 374
exp3_2610_region2_18-11-15, 1, 0.195760, 211
exp3_2610_region2_18-11-15, 2, 0.207831, 332
exp3_2610_region3_18-11-15, 1, 0.051683, 42
exp3_2610_region3_18-11-15, 2, 0.086243, 53
exp3_2610_region3_18-11-15, 3, 0.039740, 30
exp3_2610_region3_18-11-15, 4, 0.233893, 420
exp3_2610_region3_18-11-15, 5, 0.041325, 32
exp3_2610_region3_18-11-15, 6, 0.166251, 262
exp3_2610_region3_18-11-15, 7, 0.183267, 174
exp3_2610_region3_18-11-15, 8, 0.094064, 146
exp3_2660_region2_18-11-15, 1, 0.076987, 48
exp3_2660_region2_18-11-15, 2, 0.185786, 201
exp3_2660_region2_18-11-15, 3, 0.266166, 399
exp3_2660_region2_18-11-15, 4, 0.335518, 401
exp3_2660_region2_18-11-15, 5, 0.280482, 196
exp3_2660_region3_18-11-15, 1, 0.283830, 228
exp3_2660_region3_18-11-15, 2, 0.031095, 24
exp3_2660_region3_18-11-15, 3, 0.171910, 111
exp3_2703_region3_18-11-15, 1, 0.404283, 464
exp3_2703_region3_18-11-15, 2, 0.426315, 469
exp3_2713_region1_18-11-15, 1, 0.058863, 107
exp3_2713_region1_18-11-15, 2, 0.050127, 43
exp3_2713_region1_18-11-15, 3, 0.106910, 63
exp3_2713_region1_18-11-15, 4, 0.108678, 167
exp3_2713_region1_18-11-15, 5, 0.063543, 74
exp3_2713_region2_18-11-15, 1, 0.227683, 296
exp3_2713_region2_18-11-15, 2, 0.666244, 622
exp3_2713_region2_18-11-15, 3, 0.049184, 38
exp3_2784_region1_18-11-15, 1, 0.066865, 54
exp3_2784_region1_18-11-15, 2, 0.101227, 69
exp3_2784_region1_18-11-15, 3, 0.070271, 103
exp3_2784_region1_18-11-15, 4, 0.173871, 138
exp3_2784_region1_18-11-15, 5, 0.513666, 369
exp3_2784_region1_18-11-15, 6, 0.132389, 181
exp3_2784_region2_18-11-15, 1, 0.205934, 298
exp3_2784_region2_18-11-15, 2, 0.511591, 404
exp3_2784_region2_18-11-15, 3, 0.196098, 202
exp3_2784_region2_18-11-15, 4, 0.363210, 261
exp3_2784_region3_18-11-15, 1, 0.110611, 171
exp3_2784_region3_18-11-15, 2, 0.219795, 171
exp3_2788_region2_18-11-15, 1, 0.141220, 87
exp4_2740_slice1-18-11-13, 1, 0.024176, 16
exp4_2740_slice1_18-11-29, 1, 0.077692, 176
exp4_2740_slice1_18-11-29, 2, 0.035333, 43
exp4_2803_slice1_18-12-14, 1, 0.053619, 39
exp4_2824_slice2_18-12-14, 1, 0.120343, 149
exp4_2824_slice2_18-12-14, 2, 0.095870, 39
exp4_2824_slice2_18-12-14, 3, 0.036204, 39
exp4_2830_slice1_18-12-14, 1, 0.765253, 551
exp4_2830_slice1_18-12-14, 2, 0.386507, 610
exp4_2830_slice1_18-12-14, 3, 0.118384, 164
exp4_2830_slice1_18-12-14, 4, 0.133492, 113
exp4_2830_slice3_18-12-14, 1, 0.723275, 636
exp4_2830_slice3_18-12-14, 2, 0.147901, 69
exp4_2830_slice3_18-12-14, 3, 0.198639, 238
exp4_2830_slice3_18-12-14, 4, 0.726870, 572
exp4_2834_slice1_18-12-14, 1, 0.354427, 442
exp5_2593_slice2_19-01-04, 1, 0.203521, 230
exp5_2593_slice3_19-01-04, 1, 0.155901, 27
exp5_2593_slice3_19-01-04, 2, 0.050670, 4
exp5_2593_slice3_19-01-04, 3, 0.185689, 12
exp5_2593_slice3_19-01-04, 4, 0.237894, 67
exp5_2593_slice3_19-01-04, 5, 0.140239, 36
exp5_2593_slice3_19-01-04, 6, 0.081072, 3
exp5_2594_slice2_19-01-04, 1, 0.474575, 383
exp5_2594_slice2_19-01-04, 2, 0.057957, 42
exp5_2594_slice2_19-01-04, 3, 0.109996, 138
exp5_2594_slice2_19-01-04, 4, 0.153668, 95
exp5_2594_slice3_19-01-04, 1, 0.882439, 899
exp5_2594_slice3_19-01-04, 2, 0.641526, 676
exp5_2594_slice3_19-01-04, 3, 0.061222, 27
exp5_2594_slice3_19-01-04, 4, 0.462045, 317
exp5_2594_slice3_19-01-04, 5, 0.079223, 73
exp5_2594_slice3_19-01-04, 6, 0.186074, 91
exp5_2594_slice3_19-01-04, 7, 0.219982, 127
exp5_2594_slice3_19-01-04, 8, 0.069595, 37
exp5_2594_slice3_19-01-04, 9, 0.042699, 7
exp5_2594_slice3_19-01-04, 10, 0.383137, 154
exp5_2594_slice3_19-01-04, 11, 0.063525, 42
exp5_2594_slice3_19-01-04, 12, 0.052013, 40
exp5_2594_slice3_19-01-04, 13, 0.181469, 116
exp5_2594_slice3_19-01-04, 14, 0.430859, 283
exp5_2594_slice3_19-01-04, 15, 0.148085, 117
exp5_2594_slice3_19-01-04, 16, 0.131340, 96
exp5_2594_slice3_19-01-04, 17, 0.080269, 64
exp5_2594_slice3_19-01-04, 18, 0.243843, 180
exp5_2594_slice3_19-01-04, 19, 0.192144, 116
exp5_2594_slice3_19-01-04, 20, 0.047827, 31
exp5_2594_slice3_19-01-04, 21, 0.313542, 296
exp5_2594_slice3_19-01-04, 22, 0.032129, 5
exp5_2735_slice1_18-11-13, 1, 0.038574, 24
exp5_2735_slice1_18-11-13, 2, 0.239260, 215
exp5_2735_slice1_18-11-13, 3, 0.242524, 208
exp5_2735_slice2_18-11-29, 1, 0.043254, 26
exp5_2735_slice2_18-11-29, 2, 0.060848, 23
exp5_2735_slice2_18-11-29, 3, 0.166521, 166
exp5_2735_slice2_18-11-29, 4, 0.119602, 109
exp5_2735_slice3_18-11-29, 1, 0.549738, 562
exp5_2735_slice3_18-11-29, 2, 0.060803, 41
exp5_2735_slice3_18-11-29, 3, 0.178118, 139
exp5_2735_slice3_18-11-29, 4, 0.258910, 175
exp5_2735_slice3_18-11-29, 5, 0.236828, 305
exp5_2735_slice3_18-11-29, 6, 0.023651, 22
exp5_2735_slice3_18-11-29, 7, 0.239340, 224
exp5_2778_slice2_18-11-29, 1, 0.080811, 63
exp5_2778_slice2_18-11-29, 2, 0.049832, 2
exp5_2778_slice3_18-11-29, 1, 0.526513, 343
exp5_2778_slice3_18-11-29, 2, 0.041948, 34
exp5_2778_slice3_18-11-29, 3, 0.072587, 49
exp5_2778_slice3_18-11-29, 4, 0.035163, 30
exp5_2778_slice3_18-11-29, 5, 0.030947, 8
exp5_2778_slice3_18-11-29, 6, 0.083999, 48
exp5_4947_slice1_19-01-04, 1, 0.005463, 6
exp5_4947_slice1_19-01-04, 2, 0.053724, 60
exp5_4947_slice1_19-01-04, 3, 0.131528, 136
exp5_4947_slice2_19-01-04, 1, 0.074157, 87
exp5_4947_slice3_19-01-04, 1, 0.052067, 82
exp6_2712_slice1_18-11-13, 1, 0.044749, 31
exp6_2712_slice1_18-11-13, 2, 0.284334, 109
exp6_2712_slice1_18-11-13, 3, 0.170086, 60
exp6_2712_slice1_18-11-13, 4, 0.125139, 70
exp6_2712_slice1_18-11-13, 5, 0.052570, 57
exp6_2712_slice1_18-11-29, 1, 0.041383, 31
exp6_2712_slice1_18-11-29, 2, 0.098903, 106
exp6_2712_slice1_18-11-29, 3, 0.169888, 166
exp6_3004_slice2_19-01-04, 1, 0.756429, 1301
exp6_3004_slice2_19-01-04, 2, 0.309269, 559
exp6_3004_slice3_19-01-04, 1, 0.132740, 94
exp6_3004_slice3_19-01-04, 2, 1.684939, 1822
exp6_3004_slice3_19-01-04, 3, 0.089752, 103
exp6_57_slice1_19-01-04, 1, 0.061120, 42
exp6_57_slice1_19-01-04, 2, 1.299037, 843
exp6_57_slice1_19-01-04, 3, 0.179484, 296
exp6_57_slice1_19-01-04, 4, 0.050508, 39
exp6_57_slice2_19-01-04, 1, 0.161185, 129
exp6_57_slice2_19-01-04, 2, 0.297395, 187
exp6_57_slice3_19-01-04, 1, 0.107820, 60
exp6_57_slice3_19-01-04, 2, 0.101267, 60
exp6_57_slice3_19-01-04, 3, 1.036424, 1091
exp6_57_slice3_19-01-04, 4, 0.280250, 200
exp6_57_slice3_19-01-04, 5, 0.075976, 30
exp6_57_slice3_19-01-04, 6, 0.043927, 12
exp6_57_slice3_19-01-04, 7, 0.401484, 211
exp6_57_slice3_19-01-04, 8, 0.677024, 960
exp6_57_slice3_19-01-04, 9, 0.253116, 137
exp6_57_slice3_19-01-04, 10, 0.084065, 61
exp6_57_slice3_19-01-04, 11, 0.201305, 145
exp6_57_slice3_19-01-04, 12, 0.520260, 545
exp7_2553_slice-19-01-18, 1, 0.104721, 17
exp7_2553_slice-19-01-18, 2, 0.224299, 130
exp7_2553_slice-19-01-18, 3, 0.540612, 484
exp7_2553_slice3-19-01-18, 1, 0.059356, 27
exp7_2610_slice1-19-01-18, 1, 0.020694, 28
exp7_2610_slice1-19-01-18, 2, 0.019526, 3
exp7_2610_slice1-19-01-18, 3, 0.030032, 26
exp7_2610_slice2_19-01-18, 1, 1.564287, 573
exp7_2610_slice2_19-01-18, 2, 0.154933, 151
exp7_2660_slice1_19-01-18, 1, 0.148579, 227
exp7_2660_slice1_19-01-18, 2, 0.158109, 141
exp7_2660_slice2_19-01-18, 1, 0.101964, 41
exp7_2660_slice3_19-01-18, 1, 0.016134, 13
exp7_2660_slice3_19-01-18, 2, 0.194627, 82
exp7_2703_slice1_19-01-18, 1, 0.233078, 116
exp7_2703_slice1_19-01-18, 2, 0.056714, 10
exp7_2712_slice1_19-01-18, 1, 0.045200, 27
exp7_2712_slice1_19-01-18, 2, 0.050798, 15
exp7_2712_slice1_19-01-18, 3, 0.097554, 38
exp7_2712_slice2_19-01-18, 1, 0.043097, 30
exp7_2713_slice1_19-01-18, 1, 0.398527, 89
exp7_2713_slice1_19-01-18, 2, 0.189745, 170
exp7_2713_slice1_19-01-18, 3, 0.254388, 278
exp7_2713_slice3_19-01-18, 1, 0.075514, 37
exp7_2735_slice1_19-01-18, 1, 0.195446, 182
exp7_2735_slice1_19-01-18, 2, 0.239927, 246
exp7_2735_slice2_19-01-18, 1, 0.005181, 14
exp7_2775_slice1_19-01-18, 1, 0.050047, 30
exp7_2778_slice2_19-01-18, 1, 0.022596, 2
exp7_2783_slice1_19-01-18, 1, 0.041028, 39
exp7_2783_slice1_19-01-18, 2, 0.023489, 20
exp7_2783_slice1_19-01-18, 3, 0.088211, 49
exp7_2783_slice1_19-01-18, 4, 0.040208, 39
exp7_2784_slice1_19-01-18, 1, 0.027946, 21
exp7_2784_slice1_19-01-18, 2, 0.036856, 32
exp7_2784_slice2_19-01-18, 1, 0.196026, 156
exp7_2784_slice2_19-01-18, 2, 0.646133, 290
exp7_2787_slice3_19-01-18, 1, 0.131600, 5
exp7_2788_slice1_19-01-18, 1, 0.036346, 7
exp7_2788_slice1_19-01-18, 2, 0.033511, 18
exp7_2788_slice1_19-01-18, 3, 0.032094, 15
exp7_2791_slice3_19-01-18, 1, 0.032839, 3
exp7_2795_slice1_19-01-18, 1, 0.016837, 6
exp7_2795_slice1_19-01-18, 2, 0.100717, 7
exp7_2795_slice1_19-01-18, 3, 0.136958, 85
exp7_2795_slice2_19-01-18, 1, 0.231166, 248
exp7_2795_slice2_19-01-18, 2, 0.248111, 211
exp7_2795_slice2_19-01-18, 3, 0.129601, 129
exp7_2795_slice3_19-01-18, 1, 0.160430, 42
exp7_3002_slice3_18-12-28, 1, 0.065740, 39
exp7_3758_slice3_19-01-18, 1, 0.033442, 10
exp7_3758_slice3_19-01-18, 2, 0.040535, 20
exp7_3758_slice3_19-01-18, 3, 0.077423, 7
exp7_3762_slice1_18-12-29, 1, 0.183418, 206
exp7_3762_slice1_18-12-29, 2, 0.061002, 43
exp7_3762_slice1_18-12-29, 3, 0.232404, 410
exp7_3762_slice1_18-12-29, 4, 0.443139, 457
exp7_3762_slice2_18-12-29, 1, 0.033478, 31
exp7_3762_slice2_18-12-29, 2, 0.037069, 27
exp7_3762_slice2_18-12-29, 3, 0.062731, 199
exp7_3762_slice2_18-12-29, 4, 0.185237, 178
exp7_3762_slice2_18-12-29, 5, 0.055761, 58
exp7_3762_slice2_18-12-29, 6, 0.074982, 148
exp7_3762_slice2_18-12-29, 7, 0.157673, 93
exp8_2744_slice3_19-01-18, 1, 0.494905, 353
exp8_2745_slice1_19-01-18, 1, 0.065425, 49
exp8_2745_slice1_19-01-18, 2, 0.040315, 51
exp8_2745_slice2_19-01-18, 1, 0.418212, 244
exp8_2775_slice1_19-01-18, 1, 0.050047, 30
exp8_2775_slice3_19-01-18, 1, 0.349573, 217
exp8_2783_slice1_19-01-18, 1, 0.023489, 20
exp8_2783_slice1_19-01-18, 2, 0.355613, 313
exp8_2783_slice3_19-01-18, 1, 0.372626, 24
exp8_2784_slice1_19-01-18, 1, 0.027946, 21
exp8_2784_slice1_19-01-18, 2, 0.036856, 32
exp8_2784_slice2_19-01-18, 1, 0.218081, 194
exp8_2787_slice2_19-01-18, 1, 0.138274, 29
exp8_2787_slice3_19-01-18, 1, 0.116498, 52
exp8_2831_slice1_18-12-28, 1, 0.030457, 27
exp8_2831_slice1_18-12-28, 2, 0.088158, 66
exp8_2831_slice1_18-12-28, 3, 0.845428, 774
exp8_2831_slice1_18-12-28, 4, 0.306637, 167
exp8_2833_slice1_19-01-18, 1, 0.331080, 345
exp8_3002_slice1_18-12-28, 1, 0.152273, 119
exp8_3002_slice3_18-12-28, 1, 0.114709, 127
exp8_3004_slice2_19-01-18, 1, 0.345569, 310
exp8_3004_slice2_19-01-18, 2, 0.107360, 118
exp8_3004_slice2_19-01-18, 3, 0.197468, 270
exp8_3758_slice3_19-01-18, 1, 0.040535, 20
exp9_2593_slice2_19-01-18, 1, 0.032416, 11
exp9_2593_slice3_19-01-18, 1, 0.153021, 3
exp9_2593_slice3_19-01-18, 2, 0.033644, 3
exp9_2593_slice3_19-01-18, 3, 0.023207, 2
exp9_2594_slice2_19-01-18, 1, 0.148973, 8
exp9_2594_slice2_19-01-18, 2, 0.809514, 119
exp9_2594_slice3_19-01-18, 1, 0.131116, 61
exp9_2803_slice1_19-01-18, 1, 1.057997, 1494
exp9_2803_slice1_19-01-18, 2, 0.414857, 613
exp9_2803_slice2_19-01-18, 1, 0.185211, 122
exp9_2834_slice2_19-01-18, 1, 0.230647, 204
yng1_3004_slice2_18-12-18, 1, 0.085938, 56
yng1_3004_slice2_18-12-18, 2, 0.033037, 16
yng1_45_slice1_18-12-18, 1, 0.279400, 116
yng1_45_slice1_18-12-18, 2, 0.174177, 72
yng1_45_slice1_18-12-18, 3, 0.027203, 13
yng1_45_slice1_18-12-18, 4, 0.128341, 59
yng1_45_slice1_18-12-18, 5, 0.080512, 52
yng1_45_slice2_18-12-18, 1, 0.158238, 52
yng1_45_slice2_18-12-18, 2, 0.082612, 50
yng1_45_slice2_18-12-18, 3, 0.158035, 143
yng1_48_slice1_18-12-18, 1, 0.068620, 3
yng1_48_slice3_18-12-18, 1, 0.180391, 146
yng1_57_slice1_18-12-18, 1, 0.089699, 55
yng1_57_slice2_18-12-18, 1, 0.129613, 91
yng1_65_slice1_18-12-18, 1, 0.203395, 191
yng1_65_slice1_18-12-18, 2, 0.072978, 46
